strain_id	selection_tool	sample_type	country	state	phylum	class	order	family	genus	species	sa_primary_test	sa_confirmation_test	sa_confirmed_activity	sa_purity_test	sa_purity_confirmed	bs_primary_test	bs_confirmation_test	bs_confirmed_activity	bs_purity_test	bs_purity_confirmed	sa_ml_disease_ctrl	bs_ml_disease_ctrl
SID00127	genome_similarity	Soil	United States	Connecticut	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AP	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00128	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00129	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00130	machine_learning_validation	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_I	Bacillus_I endophyticus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	63.8	-21.4
SID00131	spectrum	Soil	United States	Wisconsin	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00132	diversity	Insect	United States	Arkansas	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00133	genome_similarity	Soil	United States	Connecticut	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AP	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00134	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp900292075	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00135	machine_learning_validation	Insect	United States	North Carolina	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	29.2	65.0
SID00136	machine_learning_validation	Insect	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_W	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	32.1	50.0
SID00137	machine_learning_validation	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	28.2	-21.4
SID00138	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00139	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00140	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp000369705	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00141	genome_similarity	Root	United States	Indiana	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00142	spectrum	Root	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00143	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00144	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00145	genome_similarity	Soil	United States	Texas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp900107395	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0		
SID00146	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00147	diversity	Tuber	United States	North Carolina	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus_C	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00148	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E plecoglossicida	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00149	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00150	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00151	spectrum	Excrement	United States	Iowa	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E extremorientalis	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0		
SID00152	genome_similarity	Other	United States	New Mexico	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00153	machine_learning_validation	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_X	Bacillus_X frigoritolerans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	63.5	-21.4
SID00154	spectrum	Excrement	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00155	spectrum	Root	United States	Florida	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia_A	Paraburkholderia_A caribensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00156	machine_learning_validation	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	27.6	75.7
SID00157	spectrum	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00158	spectrum	Soil	United States	North Carolina	Firmicutes_I	Bacilli_A	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus brevis_D	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00159	diversity	Soil	Uganda	Soroti	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis_C	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00160	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00161	machine_learning_validation	Soil	United States	Hawaii	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	31.7	-21.4
SID00162	genome_similarity	Excrement	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0		
SID00163	genome_similarity	Soil	United States	North Carolina	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus_B	Paenibacillus_B sp001894745	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00164	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00165	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00166	machine_learning_validation	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	68.5	60.0
SID00167	diversity	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_D		gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00168	diversity	Root	United States	Ohio	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E chlororaphis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00169	diversity	Tuber	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00170	diversity	Leaf	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00171	spectrum	Root	Uganda	Arua	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00172	diversity	Root	United States	Ohio	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E chlororaphis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00173	diversity	Other	United States	Missouri	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00174	machine_learning_validation	Root	United States	Iowa	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	79.8	-21.4
SID00175	diversity	Insect	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_AW	Bacillus_AW sp002564465	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00176	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00177	diversity	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_A	Klebsiella_A oxytoca	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00178	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00179	spectrum	Root	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00180	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00181	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium hydrocarbonoxydans_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00182	spectrum	Insect	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00183	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E plecoglossicida	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00184	diversity	Root	United States	Missouri	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00185	genome_similarity	Soil	United States	Connecticut	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AP	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00186	machine_learning_validation	Soil	United States	Idaho	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	44.9	22.9
SID00187	spectrum	Root	United States	Louisiana	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0		
SID00188	spectrum	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis	1	0	0	0	0	1.0	1.0	1.0	1.0	0.0		
SID00189	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_AA	Bacillus_AA kochii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00190	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00191	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0		
SID00192	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E putida_M	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00193	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00194	machine_learning_validation	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	15.1	40.0
SID00195	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00196	diversity	Grainbin Dust	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00197	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00198	genome_similarity	Root	Uganda	Arua	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C megaterium	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00199	machine_learning_validation	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	43.6	50.0
SID00200	spectrum	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00201	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00202	machine_learning_validation	Root	Uganda	Luwero	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	20.2	2.9
SID00203	spectrum	Root	United States	Minnesota	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00204	machine_learning_validation	Soil	United States	North Dakota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	40.1	30.0
SID00205	spectrum	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00206	spectrum	Plant	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_B	Pseudomonas_B oryzihabitans_D	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00207	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	1	1	1	1	1.0	1.0	1.0	1.0	0.0		
SID00208	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001259595	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00209	genome_similarity	Soil	United States	Georgia	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00210	genome_similarity	Leaf	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00211	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	1	1	1	1	1.0	1.0	1.0	1.0	0.0		
SID00212	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00213	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00214	spectrum	Core	United States	Hawaii	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00215	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00216	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00217	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mohnii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00218	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00219	machine_learning_validation	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_I	Bacillus_I endophyticus	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	71.5	45.0
SID00220	machine_learning_validation	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	28.5	0.0
SID00221	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00222	diversity	Root	United States	Illinois	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00223	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter enclensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00224	spectrum	Insect	United States	North Carolina	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	Phyllobacterium sp900472835	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00225	spectrum	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00226	spectrum	Grainbin Dust	United States	Iowa	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E synxantha	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00227	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00228	machine_learning_validation	Soil	United States	Colorado	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	51.9	-21.4
SID00229	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00230	genome_similarity	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00231	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00232	diversity	Root	United States	Illinois	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus_C	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00233	genome_similarity	Soil	United States	Texas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp900107395	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0		
SID00234	spectrum	Plant	United States	North Carolina	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	Ochrobactrum intermedium	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00235	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00236	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	MA-N2	MA-N2 sp001549895	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00237	diversity	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C megaterium	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00238	diversity	Root	United States	Missouri	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Paenarthrobacter	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00239	diversity	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00240	genome_similarity	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00241	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium trichothecenolyticum	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00242	diversity	Leaf	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_B	Pseudomonas_B oryzihabitans_D	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00243	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00244	diversity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C aryabhattai	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00245	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00246	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00247	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00248	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00249	diversity	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00250	spectrum	Soil	United States	Oklahoma	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00251	machine_learning_validation	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	59.3	8.6
SID00252	machine_learning_validation	Root	United States	Louisiana	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	40.7	75.7
